id,fold
global_monthly_2018_02_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2018_10_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2018_09_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2019_01_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2019_06_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2019_03_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2019_11_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2018_12_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2018_01_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2018_04_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2018_11_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2018_05_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2018_06_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2019_05_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2019_10_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2020_01_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2019_04_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2019_12_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2018_08_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2019_02_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2019_09_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2018_03_mosaic_L15-1438E-1134N_5753_3655_13_0_0,0
global_monthly_2018_05_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2018_11_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2020_01_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2018_06_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2018_01_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2018_12_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2019_10_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2019_01_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2019_08_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2018_08_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2019_03_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2018_10_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2018_03_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2019_06_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2018_07_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2018_09_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2019_02_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2019_09_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2019_12_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2018_02_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2019_05_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2018_04_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2019_07_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2019_11_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2019_04_mosaic_L15-1138E-1216N_4553_3325_13_0_0,0
global_monthly_2018_06_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2018_11_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2019_04_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2019_09_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2018_08_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2017_07_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2018_05_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2018_10_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2018_01_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2019_08_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2017_08_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2018_03_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2018_07_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2019_07_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2019_03_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2018_04_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2019_05_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2017_11_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2018_09_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2017_10_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2019_01_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2018_02_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2018_12_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2019_06_mosaic_L15-1691E-1211N_6764_3347_13_0_0,0
global_monthly_2018_08_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2018_01_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2019_06_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2019_03_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2019_05_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2019_02_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2019_12_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2018_12_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2018_11_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2019_08_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2018_10_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2018_06_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2018_05_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2018_09_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2019_07_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2018_02_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2019_10_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2019_11_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2019_09_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2020_01_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2019_04_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2018_04_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2018_03_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2018_07_mosaic_L15-1172E-1306N_4688_2967_13_0_0,0
global_monthly_2018_02_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2019_04_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2019_08_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2018_03_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2018_07_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2019_09_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2019_11_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2019_06_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2018_04_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2018_12_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2018_06_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2018_01_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2018_11_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2018_05_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2019_07_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2020_01_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2018_08_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2019_10_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2019_01_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2019_05_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2019_12_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2018_09_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2018_10_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2019_02_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2019_03_mosaic_L15-0595E-1278N_2383_3079_13_0_0,1
global_monthly_2018_10_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2018_04_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2018_11_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2020_01_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2019_04_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2019_01_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2018_07_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2019_06_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2018_08_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2018_03_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2018_06_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2019_02_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2019_08_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2019_03_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2019_10_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2019_11_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2018_09_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2018_12_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2019_05_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2019_12_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2019_09_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2019_07_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2018_05_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2018_01_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2018_02_mosaic_L15-1289E-1169N_5156_3514_13_0_0,1
global_monthly_2018_05_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2019_02_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2018_07_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2019_04_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2018_10_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2018_06_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2020_01_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2019_12_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2019_09_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2019_03_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2018_03_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2018_02_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2019_05_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2019_11_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2019_07_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2019_06_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2019_08_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2018_09_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2018_04_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2019_10_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2018_01_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2018_08_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2019_01_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2018_11_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2018_12_mosaic_L15-1703E-1219N_6813_3313_13_0_0,1
global_monthly_2019_11_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2019_07_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2019_12_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2018_03_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2018_07_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2019_09_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2018_01_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2018_09_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2018_05_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2019_02_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2020_01_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2019_03_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2018_02_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2019_04_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2019_08_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2019_06_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2019_05_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2018_08_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2019_10_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2018_12_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2018_10_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2018_11_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2018_06_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2019_01_mosaic_L15-0361E-1300N_1446_2989_13_0_0,1
global_monthly_2017_08_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2019_09_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2018_02_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2019_07_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2019_06_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2018_05_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2018_08_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2018_04_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2017_11_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2018_03_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2019_03_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2017_07_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2019_01_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2019_05_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2018_10_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2019_04_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2018_09_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2018_11_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2018_01_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2018_06_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2017_10_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2019_08_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2018_12_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2018_07_mosaic_L15-1690E-1211N_6763_3346_13_0_0,1
global_monthly_2019_10_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2019_02_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2018_07_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2018_04_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2019_04_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2019_07_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2018_01_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2019_09_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2019_11_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2018_03_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2018_09_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2019_03_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2018_12_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2018_08_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2018_02_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2018_11_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2019_08_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2019_05_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2018_06_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2019_12_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2019_06_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2020_01_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2018_10_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2019_01_mosaic_L15-0368E-1245N_1474_3210_13_0_0,1
global_monthly_2018_06_mosaic_L15-1015E-1062N_4061_3941_13_0_0,2
global_monthly_2018_10_mosaic_L15-1015E-1062N_4061_3941_13_0_0,2
global_monthly_2018_12_mosaic_L15-1015E-1062N_4061_3941_13_0_0,2
global_monthly_2019_03_mosaic_L15-1015E-1062N_4061_3941_13_0_0,2
global_monthly_2019_05_mosaic_L15-1015E-1062N_4061_3941_13_0_0,2
global_monthly_2018_02_mosaic_L15-1015E-1062N_4061_3941_13_0_0,2
global_monthly_2019_10_mosaic_L15-1015E-1062N_4061_3941_13_0_0,2
global_monthly_2018_04_mosaic_L15-1015E-1062N_4061_3941_13_0_0,2
global_monthly_2018_03_mosaic_L15-1015E-1062N_4061_3941_13_0_0,2
global_monthly_2019_11_mosaic_L15-1015E-1062N_4061_3941_13_0_0,2
global_monthly_2019_02_mosaic_L15-1015E-1062N_4061_3941_13_0_0,2
global_monthly_2020_01_mosaic_L15-1015E-1062N_4061_3941_13_0_0,2
global_monthly_2018_11_mosaic_L15-1015E-1062N_4061_3941_13_0_0,2
global_monthly_2018_01_mosaic_L15-1015E-1062N_4061_3941_13_0_0,2
global_monthly_2019_12_mosaic_L15-1015E-1062N_4061_3941_13_0_0,2
global_monthly_2019_04_mosaic_L15-1015E-1062N_4061_3941_13_0_0,2
global_monthly_2018_05_mosaic_L15-1015E-1062N_4061_3941_13_0_0,2
global_monthly_2019_01_mosaic_L15-1015E-1062N_4061_3941_13_0_0,2
global_monthly_2018_01_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2018_11_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2018_04_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2018_10_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2018_12_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2018_09_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2019_08_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2018_02_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2019_11_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2019_02_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2018_07_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2020_01_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2018_08_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2019_04_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2019_03_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2019_05_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2018_03_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2019_01_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2019_09_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2019_06_mosaic_L15-0571E-1075N_2287_3888_13_0_0,2
global_monthly_2019_01_mosaic_L15-0331E-1257N_1327_3160_13_0_0,2
global_monthly_2019_08_mosaic_L15-0331E-1257N_1327_3160_13_0_0,2
global_monthly_2018_12_mosaic_L15-0331E-1257N_1327_3160_13_0_0,2
global_monthly_2020_01_mosaic_L15-0331E-1257N_1327_3160_13_0_0,2
global_monthly_2018_06_mosaic_L15-0331E-1257N_1327_3160_13_0_0,2
global_monthly_2019_11_mosaic_L15-0331E-1257N_1327_3160_13_0_0,2
global_monthly_2018_02_mosaic_L15-0331E-1257N_1327_3160_13_0_0,2
global_monthly_2018_07_mosaic_L15-0331E-1257N_1327_3160_13_0_0,2
global_monthly_2019_12_mosaic_L15-0331E-1257N_1327_3160_13_0_0,2
global_monthly_2018_11_mosaic_L15-0331E-1257N_1327_3160_13_0_0,2
global_monthly_2019_06_mosaic_L15-0331E-1257N_1327_3160_13_0_0,2
global_monthly_2019_02_mosaic_L15-0331E-1257N_1327_3160_13_0_0,2
